a0,a1,a2,a3,a4,a5,a6
139.45187,128.24956,24.6509,131.25166,125.62457,159.55016,164.24084
151.44946,139.20602,24.437853,136.54526,126.68769,155.14311,160.57024
155.16997,139.7468,22.006779,131.42676,122.2946,154.77837,161.29402
152.02753,144.3556,26.793756,123.10855,113.67278,157.3054,159.95863
149.63737,149.46404,24.193134,122.01545,109.499374,159.08324,163.60767
147.20923,153.50984,20.890427,122.395805,114.54854,161.45093,163.9181
155.3484,159.68861,24.636198,126.7261,116.69782,163.46696,160.32935
151.73222,160.75385,22.921144,119.69688,106.93445,165.08716,163.87947
149.91068,155.23148,19.44364,122.56973,111.159744,165.80399,165.38757
149.45726,158.13626,23.175966,119.37591,106.38344,166.03261,165.8902
147.97072,156.0917,20.822985,126.65991,121.84483,164.7406,165.70906
156.11066,159.31747,18.84265,124.61215,116.75145,164.64107,166.50272
157.76337,157.75429,20.94109,128.15544,114.92462,167.21205,162.05122
154.4982,157.06952,26.18325,132.04156,119.19453,167.56499,164.12354
164.38402,156.07591,24.796715,128.30463,113.85469,165.27696,163.3525
156.77554,156.12743,21.741098,126.349464,113.2299,165.05865,168.34616
156.08894,159.8051,25.735153,114.9569,99.31328,163.33696,173.38129
158.73936,169.4122,19.396444,116.87378,102.89804,167.52248,170.7357
159.56696,163.73523,20.78301,123.14033,108.969406,164.47813,172.1415
156.16756,164.76044,21.207975,120.528,106.10724,165.40324,173.52046
162.36446,168.47746,27.268412,126.8507,112.43061,163.78874,168.66635
164.86678,173.9035,21.85877,124.96005,112.63885,163.80246,171.30583
167.8419,177.78564,19.120413,124.87152,112.494095,166.53833,169.73727
160.84991,166.36176,20.014683,119.722496,108.73155,164.87807,170.93143
167.35309,166.71175,17.879341,123.7496,111.386765,166.34889,170.69582
159.76276,164.42769,15.6939945,118.713394,109.916306,166.61133,173.37099
166.89262,164.18266,16.064339,122.135414,109.77708,166.46558,170.02957
165.84914,166.04591,13.093084,122.52543,113.9334,168.21333,169.90683
164.49551,165.66995,13.746173,122.07911,109.39636,166.43373,168.14699
168.84175,163.49297,16.96337,124.759735,113.16575,166.50319,170.57103
164.5387,165.00874,15.661478,120.25588,107.1468,164.1681,170.25479
168.15105,163.39809,13.837054,125.32973,116.989716,168.46217,170.6714
176.32341,167.85414,18.059093,131.18648,119.91275,168.46906,168.1731
173.50311,175.45695,20.917961,132.7972,119.377914,165.33432,166.35863
174.38416,168.89096,21.698288,149.38734,140.74889,167.8931,167.12564
175.7725,170.37074,22.19186,143.16179,130.84293,165.2388,169.3682
175.16429,170.53653,22.630444,149.00069,139.67819,165.40527,169.43889
175.91287,167.61526,23.225985,143.42595,133.04153,163.63564,168.6175
176.06165,175.3078,21.197088,141.00502,127.96695,166.61461,165.74089
173.55739,177.81071,19.91,143.66423,133.2022,167.55406,169.67996
176.92763,169.64867,19.880203,140.9213,130.0386,167.09248,168.28702
176.70064,169.22913,23.81959,146.89438,138.499,161.97623,168.33556
173.21977,166.99055,18.091564,149.91286,145.09999,167.00484,170.16614
176.03122,165.22786,18.239096,145.16554,138.75827,165.03625,172.18648
164.45383,171.14471,19.034536,152.57265,145.7448,167.16988,171.80022
163.75354,171.22275,23.300285,155.98431,148.52882,165.83609,173.32031
159.95915,170.98894,25.544102,161.09637,154.95152,164.88042,171.3231
163.03612,169.9784,21.637688,151.25388,144.47699,167.63182,170.94183
176.09248,166.62947,22.735342,149.03716,139.92006,164.02579,171.20601
169.06471,168.55876,20.28196,148.64798,140.0403,165.66727,173.76393
174.58267,162.38913,27.105091,156.19519,150.03444,163.98195,168.77919
165.66353,171.4195,21.44879,155.67323,147.49173,169.04547,171.44879
161.00822,178.10223,21.309586,160.43309,153.3106,168.47299,170.14052
161.27203,169.40022,26.688267,161.03746,155.96628,166.49045,166.7046
167.7127,166.56798,21.404308,149.81583,144.63922,165.57892,171.09389
164.09242,172.25449,25.167936,159.48293,152.18463,168.66437,167.43602
162.53203,172.60747,26.035656,158.97801,150.18097,165.81761,171.98277
157.8742,175.85612,22.882647,163.01369,155.74371,168.88947,169.70212
168.7524,172.95152,22.972502,149.83096,136.16875,163.84908,173.9032
161.88997,175.94556,23.135113,159.71564,152.08493,167.69005,172.01959
166.81822,172.68542,27.945192,155.84648,146.95914,163.57233,167.29442
163.25134,173.51366,26.593086,166.30502,160.45752,167.97488,165.26294
168.46193,168.4454,19.542809,154.5684,147.70668,166.7439,170.76279
158.46674,173.20262,27.307438,159.87204,150.44281,167.7859,167.40448
165.36879,178.434,15.224716,150.51924,140.62527,172.44774,167.98589
172.76558,171.4894,12.624982,140.33867,133.35704,173.54799,169.69041
171.37973,164.30806,18.241419,146.90594,136.70921,171.10901,161.42212
176.50044,165.11351,19.625378,132.10715,118.89673,175.99791,161.62924
176.66791,160.76997,21.743532,137.00186,122.59663,173.64111,157.06068
177.36818,159.72266,20.754368,138.52057,125.53294,173.9938,156.4447
168.61627,168.28485,13.063397,125.973366,111.59714,176.49931,162.69931
175.72954,169.08269,26.555267,153.44542,134.08871,177.1763,154.18326
176.0703,159.79594,30.993017,136.50873,122.220795,168.63211,157.12462
175.48654,162.46516,27.112436,149.21912,128.58061,174.21095,157.51324
174.35829,160.03436,26.02918,153.92436,135.79808,173.73299,155.70218
169.9572,163.9627,21.95288,147.23877,129.5178,172.18921,155.31151
167.06406,161.80942,24.544569,142.39285,123.601585,168.6805,157.91026
170.65611,156.79604,23.788107,139.25055,120.93657,171.18527,158.4219
170.48726,154.5942,26.264957,136.62325,122.088425,171.85709,152.17392
165.45674,156.30876,26.936396,149.5418,132.46922,168.39156,155.54655
167.46497,160.93616,20.13492,145.23634,133.11415,169.70636,158.4466
166.13629,162.53583,16.824724,137.78702,131.37784,159.07622,163.06471
160.7964,155.2012,23.458271,148.10034,143.97333,162.93457,163.35648
161.0482,163.37546,20.52621,144.77289,143.19087,162.4018,164.28583
157.47977,149.89201,20.342718,147.79004,144.00563,160.50833,162.24654
149.99109,151.86562,17.962317,146.73792,140.14395,165.29045,165.11864
153.85359,150.4996,14.505987,145.10742,136.7604,165.68271,156.93378
163.88835,150.78905,21.967995,145.4242,140.7761,157.3256,164.68492
149.49216,139.57054,16.859295,155.53577,150.07193,162.82657,164.72476
145.74644,126.38624,26.647062,156.94522,150.02824,163.2831,162.70045
137.16434,133.0195,14.971131,138.013,130.57161,162.65016,161.09805
129.54494,124.955574,9.79617,132.2571,125.646774,166.04126,162.82806
