a0,a1,a2,a3,a4,a5,a6
92.14757,120.28023,55.955563,84.559685,83.05172,111.181175,137.25032
80.999626,124.80174,59.315113,102.05179,77.942345,101.26802,143.94899
97.46922,103.30951,45.777237,89.31504,89.773476,154.03517,161.33147
93.98056,103.71672,44.16974,93.19256,79.97463,149.61722,155.43277
100.94284,135.08522,47.21253,112.86768,92.67716,124.57353,155.25845
106.569786,133.89612,46.532223,84.699005,66.49733,133.27452,157.16684
125.91221,135.7274,73.15369,80.22931,34.316315,154.2629,162.60538
121.571175,126.746506,55.180897,121.333374,97.42019,151.53958,156.4487
117.26448,126.60875,40.48571,154.53224,138.32156,144.29518,152.01816
44.72717,116.616936,82.34339,156.37265,124.7946,74.71332,144.03957
29.323072,96.513535,97.09224,101.64412,85.205795,62.01766,128.94684
32.321392,70.44979,31.88119,154.39682,155.33194,61.626965,98.88711
28.71762,64.87248,37.69136,155.8941,150.80873,57.784245,89.90038
26.074095,42.942688,19.021412,162.09515,163.316,55.724815,68.828575
24.801138,31.637407,18.394531,150.7933,156.65355,56.954144,54.00235
20.10781,35.587406,30.880922,88.342705,125.05327,51.399055,59.781746
23.227396,26.033453,33.5327,94.19411,99.56116,59.061188,50.402733
49.471325,96.01567,57.64014,99.42557,86.004074,103.83889,158.75105
48.10099,56.583733,33.392593,57.37177,71.47374,149.24773,161.32285
46.8324,59.599354,51.504112,80.56877,81.79664,144.38326,165.78073
78.29944,99.65482,61.659695,85.46162,75.2847,139.97964,164.99278
87.781685,106.91305,62.978943,87.12989,74.92641,144.23991,164.40366
96.10883,112.01876,53.059113,57.824093,71.17645,143.21542,164.99307
108.31854,129.93959,97.29497,95.51474,72.57281,130.67517,160.23402
109.770164,134.15765,85.44175,76.37861,68.57315,125.76162,155.85052
101.37921,133.36917,87.74917,71.63931,56.81385,107.643394,155.54645
106.40246,138.31047,105.9693,88.02315,67.195694,109.786514,144.76707
124.10154,141.5234,105.94729,85.59263,89.544464,127.54965,144.89725
139.3892,147.07812,103.8561,84.44528,121.21181,140.49161,144.058
153.1101,150.69005,116.36079,43.483223,137.83418,152.09326,144.86446
140.99933,153.06178,107.53792,40.904232,129.47388,138.4452,140.2649
143.98451,160.27228,106.06154,42.964546,130.68405,138.21397,138.35022
148.03256,163.91724,113.02572,41.149467,142.1018,142.3672,147.11919
153.10272,157.40178,116.22921,41.83147,141.62955,143.65578,141.82764
152.53775,157.10182,102.50449,53.57779,129.04024,136.9133,140.82642
154.74634,157.05836,102.505585,57.727013,126.78609,144.6985,143.45331
156.06186,151.61465,109.99573,104.61398,94.32081,151.95052,150.5219
149.4435,146.50569,106.16157,95.56127,70.080925,158.45654,152.02226
144.09198,141.22025,100.55993,90.33483,68.65332,153.23346,147.24086
133.58588,135.58728,105.67352,112.02854,77.46755,146.7019,144.66463
110.525215,118.68395,90.66372,120.77622,103.51109,112.04993,132.9447
111.79676,116.00934,71.87216,104.63353,102.27082,126.72862,132.06337
105.07441,113.88276,63.753643,107.79352,101.76599,119.43801,141.99574
103.43805,128.53348,68.11714,116.228355,100.05561,123.30578,162.113
105.75659,132.8526,47.49204,112.16412,106.95341,124.25553,153.17465
104.98726,140.766,41.004856,120.026146,118.69822,124.747826,155.73805
120.55408,126.335144,59.966072,96.6923,88.55995,157.96103,163.47896
121.02518,133.06573,37.41556,80.38979,83.15472,150.46486,157.01727
