0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
-13.239699,49.097004,-28.079641,-12.618714,51.102585,-27.588064,-13.2655945,51.81743,-27.604166,-13.230684,51.878273,-27.628616,-11.726054,51.681606,-31.145048,-11.717306,51.476223,-31.143974,-11.942675,51.913036,-31.15519,-10.531916,51.7735,-19.169395,-8.873571,51.589878,-35.18753,-11.612279,46.90642,-23.859938,-11.058615,47.052994,-28.681793,-5.242657,41.027115,-9.196047,-1.6588932,38.674633,-29.23409,-9.184746,18.741499,9.224335,-7.3441424,18.318214,-30.92527,-18.510727,10.961032,8.435074,-20.950607,11.822667,-33.508427,-20.662277,8.195773,7.8887844,-23.926641,7.526528,-36.378666,-21.808758,10.067428,4.067832,-24.95536,11.020039,-37.18024,-21.000551,11.04883,6.87641,-23.418682,12.637888,-33.650925,-2.7597616,2.0853872,2.198448,2.759775,-2.0853806,-2.198448,-28.145329,8.373925,-6.0434337,2.4760342,-4.496207,6.7518497,-47.700443,7.6712275,9.285234,15.034517,-18.409197,39.283947,-49.013165,6.2137604,10.49804,16.163904,-20.344894,41.753407,-56.507896,11.379059,-1.3631214,19.477316,-22.22755,27.480898
-9.601984,-45.154163,-67.13361,-7.8585787,-47.065647,-68.548965,-7.2653337,-46.9299,-68.54383,-6.6751537,-46.780228,-68.56625,-9.481555,-47.306137,-66.31253,-9.978163,-47.36474,-66.30796,-10.460777,-47.42638,-66.29851,-5.7937,-45.548622,-63.206818,-10.912685,-46.295815,-52.469276,-9.350753,-42.797237,-63.637497,-11.13729,-43.25347,-60.64099,-7.309295,-38.649162,-63.3269,-14.441774,-38.337116,-37.24841,-9.741501,-52.191795,-79.24039,-15.68848,-51.305878,-48.40053,-16.253647,-73.2209,-83.34687,-16.660141,-72.66638,-59.97285,-17.790476,-78.36673,-91.69144,-16.603615,-78.21957,-63.624985,-17.617716,-78.5471,-89.701035,-17.795984,-76.965965,-66.06809,-17.234253,-76.81348,-83.29688,-17.746166,-75.08389,-61.74721,1.252538,-0.17142202,-10.786321,-1.2525611,0.17144507,10.786321,-3.1375117,-21.871891,-26.153046,-0.20593235,-21.06167,16.54945,-6.8676925,-31.936354,17.186026,-7.9647617,-30.719742,51.0211,-7.6278186,-32.284744,21.576101,-9.32309,-30.256609,54.87937,-7.0590553,-39.149414,21.524136,-10.646907,-37.81008,57.11828
2.719576,-56.560665,37.777164,1.0014545,-59.450222,44.665207,0.92458475,-59.582436,44.62592,0.868517,-59.710884,44.602303,0.4112491,-59.074547,36.2449,-0.2633671,-58.91071,36.24171,-0.93234897,-58.744724,36.20041,-2.7435732,-58.14702,67.83651,-5.038931,-56.439163,29.746834,1.9685539,-52.89668,46.219196,0.9911823,-52.41272,35.113586,-0.6306071,-41.96115,80.41285,-11.676187,-37.086575,1.310756,11.5744095,-20.598614,84.87134,2.623725,-13.378093,-21.625307,22.24172,-14.594336,59.977867,24.555784,-7.1745195,-28.138737,24.8544,-12.906206,56.16979,29.964584,-4.007175,-35.913216,24.430456,-15.049303,51.43168,31.204533,-8.343215,-35.173717,23.229862,-14.940431,57.199818,29.145918,-8.960905,-27.412987,3.9674778,-2.1139278,23.090185,-3.9674778,2.1139278,-23.090185,26.710648,-11.776916,-4.41188,19.461956,9.894611,-80.22025,26.246595,22.43368,-39.325478,26.45676,37.527935,-98.36845,23.449633,28.966873,-44.26361,23.993752,40.858727,-99.76143,35.990177,30.34127,-60.428642,38.027477,49.32308,-113.41177
-3.2988117,-2.12335,-370.71127,-9.001345,-7.189095,-368.54163,-9.528622,-9.701737,-368.54327,-8.993734,-13.018796,-368.64456,-6.377841,1.9049181,-368.05978,-6.787907,3.3751462,-368.08725,-8.012942,5.88113,-368.13675,-16.509985,-16.333723,-311.49167,-15.077488,11.139923,-310.45065,-3.7616036,-7.747646,-345.4248,-3.045528,1.1836512,-345.20236,-14.078106,-36.23765,-247.31395,-12.600602,31.940454,-232.11569,23.074486,-54.2728,-264.30612,15.99972,42.785538,-245.41061,59.19073,-66.903755,-298.89423,37.94734,30.462732,-290.47275,66.045395,-75.08668,-323.25726,43.42498,30.85854,-311.8144,66.51768,-67.47136,-331.9803,40.36784,25.256062,-318.60052,64.30168,-61.98383,-303.68674,38.767616,23.625761,-294.42944,-0.49790648,-18.989107,-1.3160033,0.4979246,18.989107,1.3160033,19.473415,-38.55751,-68.56176,22.050444,52.185333,-64.39925,38.758995,-36.064606,116.467606,42.70673,45.360462,119.91914,40.325512,-31.889496,132.89877,43.60664,41.570034,136.85284,54.630917,-47.80269,82.665726,60.484726,50.272346,89.90895
-16.237278,8.787899,-379.80234,-22.28841,13.168632,-377.71326,-23.818775,12.386211,-377.75015,-25.362202,11.559464,-377.82794,-16.533434,18.00408,-380.21967,-15.256951,19.775864,-380.27347,-14.004671,21.513788,-380.39197,-30.612547,15.673037,-321.4945,-11.634536,32.108524,-334.6059,-17.080093,5.86019,-354.05295,-12.148094,10.305583,-357.90933,-38.950684,-1.2711884,-256.9852,9.669443,41.473698,-253.61464,-30.807096,-49.67437,-249.3187,37.064392,10.222517,-257.31683,-13.202636,-90.278275,-278.6655,49.483635,-39.463917,-299.99792,-15.423122,-98.80348,-299.63156,57.445953,-47.491642,-323.21826,-8.542277,-92.83154,-312.29736,47.839157,-49.89306,-333.93115,-6.9779673,-89.12862,-284.05142,43.418518,-47.49729,-304.86462,-12.300926,-13.883938,-6.3996544,12.300946,13.883946,6.3996544,1.949553,12.115789,115.23399,35.820618,14.08044,-46.337376,16.299156,52.75008,275.51614,38.897377,-26.97134,18.87781,23.744265,48.021553,291.28162,38.696888,-40.523045,24.861578,18.582838,72.8719,269.46368,45.768948,-30.987263,-15.976257
-5.7930083,-48.890648,-46.212402,-6.859039,-49.957745,-52.9907,-7.479073,-50.036472,-53.013535,-8.098728,-50.109665,-53.051575,-5.1276174,-49.62501,-53.186012,-4.595759,-49.515446,-53.20194,-4.0552897,-49.40693,-53.24299,-9.472609,-48.413406,-66.29308,-3.4743576,-47.454075,-67.11653,-6.7160954,-47.126377,-48.7238,-5.090395,-46.88543,-48.928185,-14.6641035,-42.191654,-64.96234,0.90099776,-36.615555,-55.91793,-8.842897,-26.202106,-65.57839,12.537098,-22.718868,-56.843937,-4.6960106,-15.5777025,-78.49458,23.55611,-15.584968,-65.75863,-4.5556335,-12.4137335,-84.28299,27.116371,-12.3976755,-71.700455,-3.8762596,-14.353272,-85.514206,25.744707,-14.4986,-73.71332,-3.331793,-14.774641,-78.95243,24.17202,-15.326388,-66.98359,-2.6446633,-1.9285297,-1.5541213,2.6446772,1.9285297,1.5541213,4.7575665,-6.6565027,12.683162,6.88507,0.005778324,24.02169,12.181254,15.244903,17.267134,15.264523,17.439137,30.089146,13.5778,16.475782,17.77101,16.53846,18.954178,30.491049,16.204216,26.225668,12.930873,19.646204,26.928728,27.498621
-11.236362,43.091652,-126.512566,-15.402438,45.116932,-130.1072,-16.62899,44.3075,-130.09627,-17.85009,43.47729,-130.13823,-12.834062,47.47166,-127.22505,-12.06971,48.44436,-127.2728,-11.302088,49.416985,-127.312706,-22.050823,42.083595,-120.1238,-12.979709,50.396584,-107.103966,-13.278903,39.221554,-119.90551,-10.005871,41.993217,-116.10856,-26.63162,22.08249,-105.76718,-7.3986106,50.31877,-64.06352,-22.794796,-11.2093315,-105.73282,13.356763,46.711845,-54.635845,-15.071407,-36.94423,-129.0446,19.949255,47.070404,-75.37981,-15.291455,-46.1254,-136.36977,22.366364,46.151646,-77.46123,-12.731049,-42.87104,-143.87404,21.162228,48.28651,-82.20851,-12.158771,-39.164837,-132.23843,20.038399,46.596897,-77.32323,-3.6239989,-8.219496,-19.277363,3.6240067,8.219496,19.277363,18.186861,21.764364,-21.610092,34.324158,28.827534,24.840645,48.615936,17.35178,9.080554,52.976376,25.842527,63.500057,52.19208,11.733797,12.562412,54.347366,22.41245,68.11383,60.75372,31.48478,4.196093,64.904755,34.39997,69.47944
-8.18069,-57.871098,-28.013653,-7.4314632,-59.659416,-23.4709,-6.6732326,-59.57576,-23.481277,-6.0183783,-59.51627,-23.506351,-9.826762,-59.50418,-25.084248,-10.595432,-59.26577,-25.11177,-11.330122,-59.07023,-25.161255,-5.6909194,-57.279182,-2.3649416,-12.020661,-56.601566,-9.049827,-6.3657227,-54.893982,-20.36076,-9.172277,-54.977882,-22.389135,2.6950822,-40.678234,8.8993025,-14.359014,-38.466904,-13.057898,12.83848,-32.687077,-21.925236,-18.356163,-32.716637,-51.649155,13.040077,-53.085636,-56.302727,-15.711427,-56.692814,-73.63079,13.096995,-56.09574,-62.790318,-14.418535,-60.827404,-80.5021,12.597634,-56.263195,-57.1515,-14.7593975,-60.69517,-75.58538,11.517144,-54.385048,-55.630474,-13.317032,-58.983295,-72.75209,6.031848,-1.6126037,6.183901,-6.0318537,1.6126037,-6.183901,13.361207,24.679323,9.492695,-1.5078797,22.813196,-13.568211,15.906997,46.486515,46.90151,1.3271079,53.705376,21.507689,16.395605,50.02151,49.963978,0.85915655,59.055676,24.610865,17.20256,54.259132,32.590775,5.4396486,61.936623,5.14035
-5.8570957,-57.50083,-31.74359,-5.646416,-60.252136,-27.544754,-4.915074,-60.12997,-27.519215,-4.3633018,-59.99656,-27.51538,-7.8063054,-60.295902,-29.746616,-8.563878,-60.193653,-29.753464,-9.393653,-60.058933,-29.792795,-2.6682167,-57.79474,-5.851677,-10.964621,-57.681763,-14.748494,-4.6170435,-54.18502,-23.872396,-6.448779,-52.825294,-26.51007,4.4952335,-41.137566,6.716794,-16.404484,-37.971035,-18.37015,17.485165,-34.67031,-19.946726,-19.933664,-28.67687,-56.529182,16.520088,-57.343464,-52.13337,-13.039966,-55.134434,-78.13237,16.428503,-61.747623,-58.90862,-11.379768,-61.29946,-84.79851,15.217341,-62.17164,-54.333885,-11.378134,-62.301743,-79.80672,14.943923,-60.531914,-51.861935,-11.4043665,-59.484165,-77.22946,6.8548946,-2.2030594,6.5948305,-6.8548975,2.2030535,-6.5948305,10.774474,28.015232,16.319529,-3.1152332,30.416086,11.581607,11.883911,53.204502,52.621574,-1.9443531,55.425377,43.883106,12.313302,57.432682,55.06429,-2.4344084,60.024822,46.209873,11.932744,62.136047,31.37458,0.82703644,63.81985,19.12071
-6.3320107,-60.054928,-28.093252,-5.088747,-61.289413,-24.232584,-4.1950274,-61.043125,-24.216919,-3.2833717,-60.764336,-24.207848,-7.305853,-61.33008,-24.377478,-7.977773,-61.11378,-24.368603,-8.683994,-60.88894,-24.400728,-2.0696266,-58.39529,-4.9274507,-10.099392,-57.58291,-4.436069,-4.5939765,-57.029797,-21.6314,-7.4906096,-57.14623,-21.635784,5.167029,-41.365803,0.056187034,-14.471579,-38.09127,-5.1519012,15.392759,-37.674366,-33.6864,-16.871115,-40.712463,-44.462723,13.792868,-60.353725,-61.608227,-14.261073,-60.057682,-76.56721,13.567281,-63.60537,-68.143234,-14.969772,-64.30408,-85.03851,11.818835,-63.021748,-63.25104,-14.310822,-63.88233,-80.091415,11.734011,-61.408966,-61.01617,-13.531857,-61.465275,-76.46887,7.527388,0.15248558,-0.84890395,-7.527388,-0.15249088,0.84890395,8.712284,30.654816,5.6835127,-4.838933,32.172287,7.418022,9.867813,58.826477,32.794445,-3.8937218,59.810265,25.096851,10.602182,62.505955,33.97417,-4.390956,63.48219,25.978956,8.588806,67.98713,8.705141,-0.87616444,69.35129,-2.4461935
